S No,PS No,LOCATION,Nature,Refined PS,Year,Election,Party,Alliance,Votes
1629,194,கீழப்பருத்திக்குடி,வருவாய் கிராமம் ,196,2016,SE,ADMK,ADMK+,275
1630,195,முள்ளங்குடி,வருவாய் கிராமம் ,197,2016,SE,ADMK,ADMK+,55
1631,196,கீழ்அதங்குடி,வருவாய் கிராமம் ,198,2016,SE,ADMK,ADMK+,89
1632,197,எடையார்,வருவாய் கிராமம் ,199,2016,SE,ADMK,ADMK+,98
1633,198,எடையார்,வருவாய் கிராமம் ,200,2016,SE,ADMK,ADMK+,123
1634,199,ம.உடையூர்,வருவாய் கிராமம் ,201,2016,SE,ADMK,ADMK+,163
1635,200,ம.உடையூர்,வருவாய் கிராமம் ,202,2016,SE,ADMK,ADMK+,241
1636,201,மேல்ராதாமூர்,வருவாய் கிராமம் ,203,2016,SE,ADMK,ADMK+,142
1637,202,மேல்ராதாமூர்,வருவாய் கிராமம் ,204,2016,SE,ADMK,ADMK+,109
1638,203,அழிஞ்சிமங்கலம்,வருவாய் கிராமம் ,205,2016,SE,ADMK,ADMK+,102
1639,204,மோவூர்,வருவாய் கிராமம் ,206,2016,SE,ADMK,ADMK+,138
1640,205,மோவூர்,வருவாய் கிராமம் ,207,2016,SE,ADMK,ADMK+,120
1641,206,செட்டித்தாங்கல்,வருவாய் கிராமம் ,209,2016,SE,ADMK,ADMK+,296
1642,207,கண்டமங்கலம்,வருவாய் கிராமம் ,210,2016,SE,ADMK,ADMK+,154
1643,208,கண்டமங்கலம்,வருவாய் கிராமம் ,211,2016,SE,ADMK,ADMK+,163
1644,209,குருங்குடி,வருவாய் கிராமம் ,212,2016,SE,ADMK,ADMK+,153
1645,210,குருங்குடி,வருவாய் கிராமம் ,213,2016,SE,ADMK,ADMK+,145
1646,211,வீரானந்தபுரம்,வருவாய் கிராமம் ,214,2016,SE,ADMK,ADMK+,173
1647,212,வீரானந்தபுரம்,வருவாய் கிராமம் ,215,2016,SE,ADMK,ADMK+,400
1648,213,வீரானந்தபுரம்,வருவாய் கிராமம் ,216,2016,SE,ADMK,ADMK+,313
1649,214,மேலக்கடம்பூர்,வருவாய் கிராமம் ,217,2016,SE,ADMK,ADMK+,194
1650,215,கீழக்கடம்பூர்,வருவாய் கிராமம் ,218,2016,SE,ADMK,ADMK+,175
1651,216,கீழக்கடம்பூர்,வருவாய் கிராமம் ,219,2016,SE,ADMK,ADMK+,176
1652,217,தொரப்பு,வருவாய் கிராமம் ,220,2016,SE,ADMK,ADMK+,143
1653,218,தொரப்பு,வருவாய் கிராமம் ,221,2016,SE,ADMK,ADMK+,94
1654,219,ஷண்டன்,வருவாய் கிராமம் ,222,2016,SE,ADMK,ADMK+,159
1655,220,டி.அருண்மொழிதேவன்,வருவாய் கிராமம் ,223,2016,SE,ADMK,ADMK+,113
1656,221,ஈச்சம்பூண்டி,வருவாய் கிராமம் ,224,2016,SE,ADMK,ADMK+,101
1657,222,சிறுகாட்டூர்,வருவாய் கிராமம் ,225,2016,SE,ADMK,ADMK+,128
1658,223,கஞ்சங்கொல்லை,வருவாய் கிராமம் ,227,2016,SE,ADMK,ADMK+,305
1659,224,கஞ்சங்கொல்லை,வருவாய் கிராமம் ,228,2016,SE,ADMK,ADMK+,99
1660,225,நடு கஞ்சங்கொல்லை,வருவாய் கிராமம் ,229,2016,SE,ADMK,ADMK+,159
1661,226,ஆச்சாள்புரம்,வருவாய் கிராமம் ,230,2016,SE,ADMK,ADMK+,135
1662,227,எய்யலூர்,வருவாய் கிராமம் ,231,2016,SE,ADMK,ADMK+,253
1663,228,ரெட்டியூர்,வருவாய் கிராமம் ,232,2016,SE,ADMK,ADMK+,157
1664,229,ம.ஆதனூர்,வருவாய் கிராமம் ,233,2016,SE,ADMK,ADMK+,107
1665,230,ஆயங்குடி,வருவாய் கிராமம் ,234,2016,SE,ADMK,ADMK+,125
1666,231,ஆயங்குடி,வருவாய் கிராமம் ,235,2016,SE,ADMK,ADMK+,45
1667,232,ஆயங்குடி,வருவாய் கிராமம் ,236,2016,SE,ADMK,ADMK+,116
1668,233,குணவாசல்,வருவாய் கிராமம் ,237,2016,SE,ADMK,ADMK+,119
1669,234,குணவாசல்,வருவாய் கிராமம் ,238,2016,SE,ADMK,ADMK+,111
1670,235,ஓமாம்புலியூர்,வருவாய் கிராமம் ,239,2016,SE,ADMK,ADMK+,163
1671,236,ஓமாம்புலியூர்,வருவாய் கிராமம் ,240,2016,SE,ADMK,ADMK+,75
1672,237,முட்டம்,வருவாய் கிராமம் ,241,2016,SE,ADMK,ADMK+,68
1673,238,முட்டம்,வருவாய் கிராமம் ,242,2016,SE,ADMK,ADMK+,48
1674,239,கருப்பேரி,வருவாய் கிராமம் ,243,2016,SE,ADMK,ADMK+,171
1675,240,கானாட்டாம்புலியூர்,வருவாய் கிராமம் ,244,2016,SE,ADMK,ADMK+,68
1676,241,ஆழங்காத்தான்,வருவாய் கிராமம் ,245,2016,SE,ADMK,ADMK+,123
1677,242,ஆழங்காத்தான்,வருவாய் கிராமம் ,246,2016,SE,ADMK,ADMK+,214
1678,243,ம.புளியங்குடி,வருவாய் கிராமம் ,247,2016,SE,ADMK,ADMK+,134
1679,244,ம.அரசூர்,வருவாய் கிராமம் ,248,2016,SE,ADMK,ADMK+,250
1680,245,வெள்ளூர்,வருவாய் கிராமம் ,249,2016,SE,ADMK,ADMK+,108
1681,246,சி.அரசூர்,வருவாய் கிராமம் ,250,2016,SE,ADMK,ADMK+,223
1681,1,ஆனந்தகுடி,வருவாய் கிராமம் ,1,2016,SE,PMK,PMK,137
1682,2,கொக்கரசன்பேட்டை,வருவாய் கிராமம் ,2,2016,SE,PMK,PMK,79
1683,3,மதகளிர் மாணிக்கம்,வருவாய் கிராமம் ,3,2016,SE,PMK,PMK,191
1684,4,எசனூர்,வருவாய் கிராமம் ,4,2016,SE,PMK,PMK,56
1685,5,குணமங்கலம்,வருவாய் கிராமம் ,5,2016,SE,PMK,PMK,5
1686,6,குணமங்கலம்,வருவாய் கிராமம் ,6,2016,SE,PMK,PMK,30
1687,7,குணமங்கலம்,வருவாய் கிராமம் ,7,2016,SE,PMK,PMK,137
1688,8,கள்ளிப்பாடி,வருவாய் கிராமம் ,8,2016,SE,PMK,PMK,81
1689,9,ஸ்ரீபுத்தூர்,வருவாய் கிராமம் ,9,2016,SE,PMK,PMK,55
1690,10,அம்புஜவல்லி பேட்டை,வருவாய் கிராமம் ,10,2016,SE,PMK,PMK,250
1691,11,நகரப்பாடி,வருவாய் கிராமம் ,11,2016,SE,PMK,PMK,95
1692,12,ஸ்ரீ நெடுஞ்சேரி,வருவாய் கிராமம் ,12,2016,SE,PMK,PMK,159
1693,13,ஸ்ரீ நெடுஞ்சேரி,வருவாய் கிராமம் ,13,2016,SE,PMK,PMK,65
1694,14,கூடலையாத்தூர்,வருவாய் கிராமம் ,14,2016,SE,PMK,PMK,174
1695,15,காவாலக்குடி,வருவாய் கிராமம் ,15,2016,SE,PMK,PMK,88
1696,16,காவாலக்குடி,வருவாய் கிராமம் ,16,2016,SE,PMK,PMK,209
1697,17,முடிகண்டநல்லூர்,வருவாய் கிராமம் ,17,2016,SE,PMK,PMK,183
1698,18,முடிகண்டநல்லூர்,வருவாய் கிராமம் ,18,2016,SE,PMK,PMK,2
1699,19,மழவராயநல்லூர்,வருவாய் கிராமம் ,19,2016,SE,PMK,PMK,143
1700,20,மழவராயநல்லூர்,வருவாய் கிராமம் ,20,2016,SE,PMK,PMK,18
1701,21,குமாரக்குடி,வருவாய் கிராமம் ,21,2016,SE,PMK,PMK,27
1702,22,குமாரக்குடி,வருவாய் கிராமம் ,22,2016,SE,PMK,PMK,13
1703,23,கோதண்டவிளாகம்,வருவாய் கிராமம் ,23,2016,SE,PMK,PMK,390
1704,24,நங்குடி,வருவாய் கிராமம் ,25,2016,SE,PMK,PMK,196
1705,25,விழுபெருந்துறை,வருவாய் கிராமம் ,26,2016,SE,PMK,PMK,92
1706,26,வட்டத்தூர்,வருவாய் கிராமம் ,27,2016,SE,PMK,PMK,274
1707,27,வட்டத்தூர்,வருவாய் கிராமம் ,28,2016,SE,PMK,PMK,127
1708,28,நந்தீஸ்வரமங்கலம்,வருவாய் கிராமம் ,29,2016,SE,PMK,PMK,145
1709,29,நந்தீஸ்வரமங்கலம்,வருவாய் கிராமம் ,30,2016,SE,PMK,PMK,168
1710,30,வலசக்காடு,வருவாய் கிராமம் ,31,2016,SE,PMK,PMK,92
1711,31,வலசக்காடு,வருவாய் கிராமம் ,32,2016,SE,PMK,PMK,7
1712,32,பேரூர்,வருவாய் கிராமம் ,33,2016,SE,PMK,PMK,4
1713,33,பேரூர்,வருவாய் கிராமம் ,34,2016,SE,PMK,PMK,120
1714,34,கானூர்,வருவாய் கிராமம் ,35,2016,SE,PMK,PMK,278
1715,35,கானூர்,வருவாய் கிராமம் ,36,2016,SE,PMK,PMK,85
1716,36,சாத்தவட்டம்,வருவாய் கிராமம் ,37,2016,SE,PMK,PMK,74
1717,37,தேத்தாம்பட்டு,வருவாய் கிராமம் ,38,2016,SE,PMK,PMK,73
1718,38,தேத்தாம்பட்டு,வருவாய் கிராமம் ,39,2016,SE,PMK,PMK,186
1719,39,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,40,2016,SE,PMK,PMK,14
1720,40,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,41,2016,SE,PMK,PMK,76
1721,41,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,42,2016,SE,PMK,PMK,35
1722,42,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,43,2016,SE,PMK,PMK,55
1723,43,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,44,2016,SE,PMK,PMK,37
1724,44,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,45,2016,SE,PMK,PMK,75
1725,45,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,46,2016,SE,PMK,PMK,44
1726,46,ஸ்ரீ புதுக்குப்பம்,வருவாய் கிராமம் ,47,2016,SE,PMK,PMK,51
1727,47,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,48,2016,SE,PMK,PMK,39
1728,48,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,49,2016,SE,PMK,PMK,88
1729,49,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,50,2016,SE,PMK,PMK,39
1730,50,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,51,2016,SE,PMK,PMK,206
1731,51,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,52,2016,SE,PMK,PMK,47
1732,52,மேல்புளியங்குடி,வருவாய் கிராமம் ,53,2016,SE,PMK,PMK,42
1733,53,மேல்புளியங்குடி,வருவாய் கிராமம் ,54,2016,SE,PMK,PMK,115
1734,54,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,55,2016,SE,PMK,PMK,245
1735,55,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,56,2016,SE,PMK,PMK,75
1736,56,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,57,2016,SE,PMK,PMK,175
1737,57,நாச்சியார்பேட்டை,வருவாய் கிராமம் ,58,2016,SE,PMK,PMK,118
1738,58,கொழை,வருவாய் கிராமம் ,59,2016,SE,PMK,PMK,221
1739,59,கொழை,வருவாய் கிராமம் ,60,2016,SE,PMK,PMK,114
